College name,Location,Established,Affliation,Coursed offred,Coursed duretion,Admition criteria,Entrance Exam,Hostel avilibiliry,Hostelfee,Course fee,Placement,Facilities,Contact information,Website
"Government Polytechnic College, Mandore","Mandore, Jodhpur, Rajasthan, India",2012,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-291-2541560, Email: gpcmandore@rajasthan.gov.in",http://gpcmandore.ac.in
"Government Polytechnic College, Mandore","Mandore, Jodhpur, Rajasthan, India",2012,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-291-2541560, Email: gpcmandore@rajasthan.gov.in",http://gpcmandore.ac.in
"Government Polytechnic College, Mandore","Mandore, Jodhpur, Rajasthan, India",2012,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-291-2541560, Email: gpcmandore@rajasthan.gov.in",http://gpcmandore.ac.in
"Government Polytechnic College, Mandore","Mandore, Jodhpur, Rajasthan, India",2012,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-291-2541560, Email: gpcmandore@rajasthan.gov.in",http://gpcmandore.ac.in
"Government Polytechnic College, Mandore","Mandore, Jodhpur, Rajasthan, India",2012,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-291-2541560, Email: gpcmandore@rajasthan.gov.in",http://gpcmandore.ac.in
"Government Polytechnic College, Nagaur","Nagaur, Rajasthan, India",2008,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-151-2220300, Email: gpcnagaur@rajasthan.gov.in",http://gpcnagaur.ac.in
"Government Polytechnic College, Nagaur","Nagaur, Rajasthan, India",2008,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-151-2220300, Email: gpcnagaur@rajasthan.gov.in",http://gpcnagaur.ac.in
"Government Polytechnic College, Nagaur","Nagaur, Rajasthan, India",2008,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-151-2220300, Email: gpcnagaur@rajasthan.gov.in",http://gpcnagaur.ac.in
"Government Polytechnic College, Nagaur","Nagaur, Rajasthan, India",2008,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-151-2220300, Email: gpcnagaur@rajasthan.gov.in",http://gpcnagaur.ac.in
"Government Polytechnic College, Nagaur","Nagaur, Rajasthan, India",2008,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-151-2220300, Email: gpcnagaur@rajasthan.gov.in",http://gpcnagaur.ac.in
"Government Polytechnic College, Neemrana (Alwar)","Neemrana, Alwar, Rajasthan, India",2013,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-1462-220131, Email: gpcneemrana@rajasthan.gov.in",http://gpcneemrana.ac.in
"Government Polytechnic College, Neemrana (Alwar)","Neemrana, Alwar, Rajasthan, India",2013,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-1462-220131, Email: gpcneemrana@rajasthan.gov.in",http://gpcneemrana.ac.in
"Government Polytechnic College, Neemrana (Alwar)","Neemrana, Alwar, Rajasthan, India",2013,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-1462-220131, Email: gpcneemrana@rajasthan.gov.in",http://gpcneemrana.ac.in
"Government Polytechnic College, Neemrana (Alwar)","Neemrana, Alwar, Rajasthan, India",2013,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-1462-220131, Email: gpcneemrana@rajasthan.gov.in",http://gpcneemrana.ac.in
"Government Polytechnic College, Neemrana (Alwar)","Neemrana, Alwar, Rajasthan, India",2013,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-1462-220131, Email: gpcneemrana@rajasthan.gov.in",http://gpcneemrana.ac.in
"Government Polytechnic College, Pali","Pali, Rajasthan, India",2009,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2935-230523, Email: gpcpali@rajasthan.gov.in",http://gpcpali.ac.in
"Government Polytechnic College, Pali","Pali, Rajasthan, India",2009,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2935-230523, Email: gpcpali@rajasthan.gov.in",http://gpcpali.ac.in
"Government Polytechnic College, Pali","Pali, Rajasthan, India",2009,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2935-230523, Email: gpcpali@rajasthan.gov.in",http://gpcpali.ac.in
"Government Polytechnic College, Pali","Pali, Rajasthan, India",2009,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2935-230523, Email: gpcpali@rajasthan.gov.in",http://gpcpali.ac.in
"Government Polytechnic College, Pali","Pali, Rajasthan, India",2009,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2935-230523, Email: gpcpali@rajasthan.gov.in",http://gpcpali.ac.in
"Government Polytechnic College, Pratapgarh","Pratapgarh, Rajasthan, India",2012,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-294-2521832, Email: gpcpratapgarh@rajasthan.gov.in",http://gpcpratapgarh.ac.in
"Government Polytechnic College, Pratapgarh","Pratapgarh, Rajasthan, India",2012,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-294-2521832, Email: gpcpratapgarh@rajasthan.gov.in",http://gpcpratapgarh.ac.in
"Government Polytechnic College, Pratapgarh","Pratapgarh, Rajasthan, India",2012,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-294-2521832, Email: gpcpratapgarh@rajasthan.gov.in",http://gpcpratapgarh.ac.in
"Government Polytechnic College, Pratapgarh","Pratapgarh, Rajasthan, India",2012,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-294-2521832, Email: gpcpratapgarh@rajasthan.gov.in",http://gpcpratapgarh.ac.in
"Government Polytechnic College, Pratapgarh","Pratapgarh, Rajasthan, India",2012,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-294-2521832, Email: gpcpratapgarh@rajasthan.gov.in",http://gpcpratapgarh.ac.in
"Government Polytechnic College, Rajsamand","Rajsamand, Rajasthan, India",2014,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2982-220177, Email: gpcrajsamand@rajasthan.gov.in",http://gpcrajsamand.ac.in
"Government Polytechnic College, Rajsamand","Rajsamand, Rajasthan, India",2014,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2982-220177, Email: gpcrajsamand@rajasthan.gov.in",http://gpcrajsamand.ac.in
"Government Polytechnic College, Rajsamand","Rajsamand, Rajasthan, India",2014,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2982-220177, Email: gpcrajsamand@rajasthan.gov.in",http://gpcrajsamand.ac.in
"Government Polytechnic College, Rajsamand","Rajsamand, Rajasthan, India",2014,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2982-220177, Email: gpcrajsamand@rajasthan.gov.in",http://gpcrajsamand.ac.in
"Government Polytechnic College, Rajsamand","Rajsamand, Rajasthan, India",2014,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2982-220177, Email: gpcrajsamand@rajasthan.gov.in",http://gpcrajsamand.ac.in
"Government Polytechnic College, Sawai Madhopur","Sawai Madhopur, Rajasthan, India",2012,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-7462-220503, Email: gpcsawai@rajasthan.gov.in",http://gpcsawai.ac.in
"Government Polytechnic College, Sawai Madhopur","Sawai Madhopur, Rajasthan, India",2012,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-7462-220503, Email: gpcsawai@rajasthan.gov.in",http://gpcsawai.ac.in
"Government Polytechnic College, Sawai Madhopur","Sawai Madhopur, Rajasthan, India",2012,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-7462-220503, Email: gpcsawai@rajasthan.gov.in",http://gpcsawai.ac.in
"Government Polytechnic College, Sawai Madhopur","Sawai Madhopur, Rajasthan, India",2012,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-7462-220503, Email: gpcsawai@rajasthan.gov.in",http://gpcsawai.ac.in
"Government Polytechnic College, Sawai Madhopur","Sawai Madhopur, Rajasthan, India",2012,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-7462-220503, Email: gpcsawai@rajasthan.gov.in",http://gpcsawai.ac.in
"SGBB Government Polytechnic College, Sirohi (Raj.)","Sirohi, Rajasthan, India",2013,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2972-220212, Email: sg@bgpolysirohi@rajasthan.gov.in",http://sgbbgpc.in
"SGBB Government Polytechnic College, Sirohi (Raj.)","Sirohi, Rajasthan, India",2013,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2972-220212, Email: sg@bgpolysirohi@rajasthan.gov.in",http://sgbbgpc.in
"SGBB Government Polytechnic College, Sirohi (Raj.)","Sirohi, Rajasthan, India",2013,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2972-220212, Email: sg@bgpolysirohi@rajasthan.gov.in",http://sgbbgpc.in
"SGBB Government Polytechnic College, Sirohi (Raj.)","Sirohi, Rajasthan, India",2013,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2972-220212, Email: sg@bgpolysirohi@rajasthan.gov.in",http://sgbbgpc.in
"SGBB Government Polytechnic College, Sirohi (Raj.)","Sirohi, Rajasthan, India",2013,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-2972-220212, Email: sg@bgpolysirohi@rajasthan.gov.in",http://sgbbgpc.in
"Government Polytechnic College, Tonk","Tonk, Rajasthan, India",2010,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-1436-222294, Email: gpctonk@rajasthan.gov.in",http://gpctonk.ac.in
"Government Polytechnic College, Tonk","Tonk, Rajasthan, India",2010,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-1436-222294, Email: gpctonk@rajasthan.gov.in",http://gpctonk.ac.in
"Government Polytechnic College, Tonk","Tonk, Rajasthan, India",2010,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-1436-222294, Email: gpctonk@rajasthan.gov.in",http://gpctonk.ac.in
"Government Polytechnic College, Tonk","Tonk, Rajasthan, India",2010,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-1436-222294, Email: gpctonk@rajasthan.gov.in",http://gpctonk.ac.in
"Government Polytechnic College, Tonk","Tonk, Rajasthan, India",2010,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-1436-222294, Email: gpctonk@rajasthan.gov.in",http://gpctonk.ac.in
"Government Polytechnic College, Udaipur","Udaipur, Rajasthan, India",1990,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-294-2426704, Email: gpud@rajasthan.gov.in",http://gpud.ac.in
"Government Polytechnic College, Udaipur","Udaipur, Rajasthan, India",1990,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-294-2426704, Email: gpud@rajasthan.gov.in",http://gpud.ac.in
"Government Polytechnic College, Udaipur","Udaipur, Rajasthan, India",1990,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-294-2426704, Email: gpud@rajasthan.gov.in",http://gpud.ac.in
"Government Polytechnic College, Udaipur","Udaipur, Rajasthan, India",1990,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-294-2426704, Email: gpud@rajasthan.gov.in",http://gpud.ac.in
"Government Polytechnic College, Udaipur","Udaipur, Rajasthan, India",1990,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-294-2426704, Email: gpud@rajasthan.gov.in",http://gpud.ac.in
"Government Women Polytechnic College, Ajmer","Ajmer, Rajasthan, India",2000,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-145-2626083, Email: gwpajmer@rajasthan.gov.in",http://gwpajmer.ac.in
"Government Women Polytechnic College, Ajmer","Ajmer, Rajasthan, India",2000,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-145-2626083, Email: gwpajmer@rajasthan.gov.in",http://gwpajmer.ac.in
"Government Women Polytechnic College, Ajmer","Ajmer, Rajasthan, India",2000,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-145-2626083, Email: gwpajmer@rajasthan.gov.in",http://gwpajmer.ac.in
"Government Women Polytechnic College, Ajmer","Ajmer, Rajasthan, India",2000,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-145-2626083, Email: gwpajmer@rajasthan.gov.in",http://gwpajmer.ac.in
,"Ajmer, Rajasthan, India",2000,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-145-2626083, Email: gwpajmer@rajasthan.gov.in",http://gwpajmer.ac.in
"Government Women Polytechnic College, Bikaner","Bikaner, Rajasthan, India",2005,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-151-2255013, Email: gwp_bikaner@rajasthan.gov.in",http://gwpajmer.ac.in
"Government Women Polytechnic College, Bikaner","Bikaner, Rajasthan, India",2005,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-151-2255013, Email: gwp_bikaner@rajasthan.gov.in",http://gwpajmer.ac.in
